method,step,sumA,maxAbsCoef
Random Exponential (scale=1) (sample 23),46,3400,1193.0
Random Exponential (scale=1) (sample 23),47,3550,1216.0
Random Exponential (scale=1) (sample 23),48,3702,846.0
Random Exponential (scale=1) (sample 23),49,3856,931.0
Random Exponential (scale=1) (sample 23),50,4012,712.0
Random Exponential (scale=1) (sample 23),51,4176,503.0
Random Exponential (scale=1) (sample 23),52,4342,719.0
Random Exponential (scale=1) (sample 23),53,4512,949.0
Random Exponential (scale=1) (sample 23),54,4688,946.0
Random Exponential (scale=1) (sample 23),55,4870,1241.0
Random Exponential (scale=1) (sample 23),56,5056,1585.0
Random Exponential (scale=1) (sample 23),57,5246,1799.0
Random Exponential (scale=1) (sample 23),58,5440,1812.0
Random Exponential (scale=1) (sample 23),59,5636,1983.0
Random Exponential (scale=1) (sample 23),60,5834,1669.0
Random Exponential (scale=1) (sample 23),61,6036,1453.0
Random Exponential (scale=1) (sample 23),62,6240,1856.0
Random Exponential (scale=1) (sample 23),63,6446,2652.0
Random Exponential (scale=1) (sample 23),64,6656,4062.0
Random Exponential (scale=1) (sample 23),65,6868,5777.0
Random Exponential (scale=1) (sample 23),66,7082,8877.0
Random Exponential (scale=1) (sample 23),67,7298,12964.0
Random Exponential (scale=1) (sample 23),68,7516,19806.0
Random Exponential (scale=1) (sample 23),69,7736,27168.0
Random Exponential (scale=1) (sample 23),70,7958,34812.0
Random Exponential (scale=1) (sample 23),71,8182,43435.0
Random Exponential (scale=1) (sample 23),72,8412,40919.0
Random Exponential (scale=1) (sample 23),73,8646,27923.0
Random Exponential (scale=1) (sample 23),74,8882,28644.0
Random Exponential (scale=1) (sample 23),75,9122,35537.0
Random Exponential (scale=1) (sample 23),76,9364,31054.0
Random Exponential (scale=1) (sample 23),77,9610,30394.0
Random Exponential (scale=1) (sample 23),78,9858,35106.0
Random Exponential (scale=1) (sample 23),79,10108,43400.0
Random Exponential (scale=1) (sample 23),80,10360,58151.0
Random Exponential (scale=1) (sample 23),81,10616,71573.0
Random Exponential (scale=1) (sample 23),82,10874,81287.0
Random Exponential (scale=1) (sample 23),83,11134,114201.0
Random Exponential (scale=1) (sample 23),84,11398,145032.0
Random Exponential (scale=1) (sample 23),85,11664,153148.0
Random Exponential (scale=1) (sample 23),86,11934,191760.0
Random Exponential (scale=1) (sample 23),87,12206,246429.0
Random Exponential (scale=1) (sample 23),88,12482,310273.0
Random Exponential (scale=1) (sample 23),89,12762,389505.0
Random Exponential (scale=1) (sample 23),90,13046,481949.0
Random Exponential (scale=1) (sample 23),91,13332,585981.0
Random Exponential (scale=1) (sample 23),92,13624,734558.0
Random Exponential (scale=1) (sample 23),93,13918,872658.0
Random Exponential (scale=1) (sample 23),94,14218,1038717.0
Random Exponential (scale=1) (sample 23),95,14522,1224998.0
Random Exponential (scale=1) (sample 23),96,14830,1421636.0
Random Exponential (scale=1) (sample 23),97,15140,1678486.0
Random Exponential (scale=1) (sample 23),98,15454,2007007.0
Random Exponential (scale=1) (sample 23),99,15774,2342179.0
Random Exponential (scale=1) (sample 23),100,16098,2633121.0
Random Exponential (scale=1) (sample 23),101,16424,3057508.0
Random Exponential (scale=1) (sample 23),102,16752,3720353.0
Random Exponential (scale=1) (sample 23),103,17082,4505161.0
Random Exponential (scale=1) (sample 23),104,17414,5370611.0
Random Exponential (scale=1) (sample 23),105,17748,6655127.0
Random Exponential (scale=1) (sample 23),106,18086,8473461.0
Random Exponential (scale=1) (sample 23),107,18430,9697797.0
Random Exponential (scale=1) (sample 23),108,18776,12281250.0
Random Exponential (scale=1) (sample 23),109,19124,13666344.0
Random Exponential (scale=1) (sample 23),110,19474,17601139.0
Random Exponential (scale=1) (sample 23),111,19828,22407908.0
Random Exponential (scale=1) (sample 24),1,2,1.0
Random Exponential (scale=1) (sample 24),2,10,1.0
Random Exponential (scale=1) (sample 24),3,20,1.0
Random Exponential (scale=1) (sample 24),4,32,1.0
Random Exponential (scale=1) (sample 24),5,46,1.0
Random Exponential (scale=1) (sample 24),6,64,1.0
Random Exponential (scale=1) (sample 24),7,84,2.0
Random Exponential (scale=1) (sample 24),8,110,2.0
Random Exponential (scale=1) (sample 24),9,138,2.0
Random Exponential (scale=1) (sample 24),10,168,2.0
Random Exponential (scale=1) (sample 24),11,202,4.0
Random Exponential (scale=1) (sample 24),12,238,6.0
Random Exponential (scale=1) (sample 24),13,276,4.0
Random Exponential (scale=1) (sample 24),14,316,6.0
Random Exponential (scale=1) (sample 24),15,358,6.0
Random Exponential (scale=1) (sample 24),16,406,7.0
Random Exponential (scale=1) (sample 24),17,456,5.0
Random Exponential (scale=1) (sample 24),18,508,9.0
Random Exponential (scale=1) (sample 24),19,564,12.0
Random Exponential (scale=1) (sample 24),20,624,13.0
Random Exponential (scale=1) (sample 24),21,688,21.0
Random Exponential (scale=1) (sample 24),22,754,17.0
Random Exponential (scale=1) (sample 24),23,822,20.0
Random Exponential (scale=1) (sample 24),24,896,36.0
Random Exponential (scale=1) (sample 24),25,972,30.0
Random Exponential (scale=1) (sample 24),26,1050,22.0
Random Exponential (scale=1) (sample 24),27,1130,29.0
Random Exponential (scale=1) (sample 24),28,1212,39.0
Random Exponential (scale=1) (sample 24),29,1300,63.0
Random Exponential (scale=1) (sample 24),30,1392,47.0
Random Exponential (scale=1) (sample 24),31,1488,60.0
Random Exponential (scale=1) (sample 24),32,1586,88.0
Random Exponential (scale=1) (sample 24),33,1688,104.0
Random Exponential (scale=1) (sample 24),34,1792,166.0
Random Exponential (scale=1) (sample 24),35,1898,256.0
Random Exponential (scale=1) (sample 24),36,2006,131.0
Random Exponential (scale=1) (sample 24),37,2116,154.0
Random Exponential (scale=1) (sample 24),38,2230,210.0
Random Exponential (scale=1) (sample 24),39,2346,117.0
Random Exponential (scale=1) (sample 24),40,2464,172.0
Random Exponential (scale=1) (sample 24),41,2586,209.0
Random Exponential (scale=1) (sample 24),42,2714,256.0
Random Exponential (scale=1) (sample 24),43,2846,207.0
Random Exponential (scale=1) (sample 24),44,2982,275.0
Random Exponential (scale=1) (sample 24),45,3122,269.0
Random Exponential (scale=1) (sample 24),46,3264,391.0
Random Exponential (scale=1) (sample 24),47,3408,385.0
Random Exponential (scale=1) (sample 24),48,3556,433.0
Random Exponential (scale=1) (sample 24),49,3706,566.0
Random Exponential (scale=1) (sample 24),50,3858,688.0
Random Exponential (scale=1) (sample 24),51,4012,578.0
Random Exponential (scale=1) (sample 24),52,4170,666.0
Random Exponential (scale=1) (sample 24),53,4330,948.0
Random Exponential (scale=1) (sample 24),54,4492,1118.0
Random Exponential (scale=1) (sample 24),55,4658,1459.0
Random Exponential (scale=1) (sample 24),56,4828,1629.0
Random Exponential (scale=1) (sample 24),57,5000,1835.0
Random Exponential (scale=1) (sample 24),58,5174,2178.0
Random Exponential (scale=1) (sample 24),59,5350,2776.0
Random Exponential (scale=1) (sample 24),60,5530,3592.0
Random Exponential (scale=1) (sample 24),61,5716,4104.0
Random Exponential (scale=1) (sample 24),62,5904,4870.0
Random Exponential (scale=1) (sample 24),63,6094,6238.0
Random Exponential (scale=1) (sample 24),64,6286,7065.0
Random Exponential (scale=1) (sample 24),65,6480,8982.0
Random Exponential (scale=1) (sample 24),66,6676,10963.0
Random Exponential (scale=1) (sample 24),67,6874,14272.0
Random Exponential (scale=1) (sample 24),68,7074,17476.0
Random Exponential (scale=1) (sample 24),69,7278,22200.0
Random Exponential (scale=1) (sample 24),70,7484,28336.0
Random Exponential (scale=1) (sample 24),71,7694,35479.0
Random Exponential (scale=1) (sample 24),72,7910,42368.0
Random Exponential (scale=1) (sample 24),73,8128,51777.0
Random Exponential (scale=1) (sample 24),74,8348,63326.0
Random Exponential (scale=1) (sample 24),75,8570,79601.0
Random Exponential (scale=1) (sample 24),76,8794,99955.0
Random Exponential (scale=1) (sample 24),77,9020,127137.0
Random Exponential (scale=1) (sample 24),78,9248,163754.0
Random Exponential (scale=1) (sample 24),79,9480,207318.0
Random Exponential (scale=1) (sample 24),80,9714,264275.0
Random Exponential (scale=1) (sample 24),81,9952,330368.0
Random Exponential (scale=1) (sample 24),82,10192,422626.0
Random Exponential (scale=1) (sample 24),83,10434,536175.0
Random Exponential (scale=1) (sample 24),84,10678,691316.0
Random Exponential (scale=1) (sample 24),85,10924,892032.0
Random Exponential (scale=1) (sample 24),86,11174,1141005.0
Random Exponential (scale=1) (sample 24),87,11428,1430808.0
Random Exponential (scale=1) (sample 24),88,11684,1823352.0
Random Exponential (scale=1) (sample 24),89,11942,2325684.0
Random Exponential (scale=1) (sample 24),90,12204,2940160.0
Random Exponential (scale=1) (sample 24),91,12468,3716490.0
Random Exponential (scale=1) (sample 24),92,12734,4731513.0
Random Exponential (scale=1) (sample 24),93,13002,6124089.0
Random Exponential (scale=1) (sample 24),94,13274,7773572.0
Random Exponential (scale=1) (sample 24),95,13548,9857176.0
Random Exponential (scale=1) (sample 24),96,13826,12418739.0
Random Exponential (scale=1) (sample 24),97,14106,15766768.0
Random Exponential (scale=1) (sample 24),98,14388,20319610.0
Random Exponential (scale=1) (sample 24),99,14672,25958676.0
Random Exponential (scale=1) (sample 24),100,14958,33643429.0
Random Exponential (scale=1) (sample 24),101,15246,43581840.0
Random Exponential (scale=1) (sample 24),102,15536,57539994.0
Random Exponential (scale=1) (sample 24),103,15828,74906485.0
Random Exponential (scale=1) (sample 24),104,16122,99268037.0
Random Exponential (scale=1) (sample 24),105,16420,128712021.0
Random Exponential (scale=1) (sample 24),106,16722,165774742.0
Random Exponential (scale=1) (sample 24),107,17028,209199803.0
Random Exponential (scale=1) (sample 24),108,17336,267741924.0
Random Exponential (scale=1) (sample 24),109,17646,342244578.0
Random Exponential (scale=1) (sample 24),110,17960,434945888.0
Random Exponential (scale=1) (sample 24),111,18278,542031098.0
Random Exponential (scale=1) (sample 24),112,18602,659292006.0
Random Exponential (scale=1) (sample 24),113,18928,804122375.0
Random Exponential (scale=1) (sample 24),114,19256,995903236.0
Random Exponential (scale=1) (sample 24),115,19586,1234894367.0
Random Exponential (scale=1) (sample 24),116,19920,1524292662.0
Random Exponential (scale=1) (sample 25),1,2,1.0
Random Exponential (scale=1) (sample 25),2,6,1.0
Random Exponential (scale=1) (sample 25),3,12,1.0
Random Exponential (scale=1) (sample 25),4,20,2.0
Random Exponential (scale=1) (sample 25),5,30,1.0
Random Exponential (scale=1) (sample 25),6,42,2.0
Random Exponential (scale=1) (sample 25),7,58,2.0
Random Exponential (scale=1) (sample 25),8,76,2.0
Random Exponential (scale=1) (sample 25),9,98,2.0
Random Exponential (scale=1) (sample 25),10,124,3.0
Random Exponential (scale=1) (sample 25),11,154,5.0
Random Exponential (scale=1) (sample 25),12,186,7.0
Random Exponential (scale=1) (sample 25),13,220,6.0
Random Exponential (scale=1) (sample 25),14,258,4.0
Random Exponential (scale=1) (sample 25),15,298,8.0
Random Exponential (scale=1) (sample 25),16,340,4.0
Random Exponential (scale=1) (sample 25),17,386,6.0
Random Exponential (scale=1) (sample 25),18,434,6.0
Random Exponential (scale=1) (sample 25),19,484,5.0
Random Exponential (scale=1) (sample 25),20,536,6.0
Random Exponential (scale=1) (sample 25),21,590,8.0
Random Exponential (scale=1) (sample 25),22,646,6.0
Random Exponential (scale=1) (sample 25),23,704,5.0
Random Exponential (scale=1) (sample 25),24,764,8.0
Random Exponential (scale=1) (sample 25),25,826,7.0
Random Exponential (scale=1) (sample 25),26,890,10.0
Random Exponential (scale=1) (sample 25),27,956,9.0
Random Exponential (scale=1) (sample 25),28,1026,8.0
Random Exponential (scale=1) (sample 25),29,1098,11.0
Random Exponential (scale=1) (sample 25),30,1172,12.0
Random Exponential (scale=1) (sample 25),31,1248,19.0
Random Exponential (scale=1) (sample 25),32,1328,26.0
Random Exponential (scale=1) (sample 25),33,1410,31.0
Random Exponential (scale=1) (sample 25),34,1494,41.0
Random Exponential (scale=1) (sample 25),35,1580,56.0
Random Exponential (scale=1) (sample 25),36,1670,77.0
Random Exponential (scale=1) (sample 25),37,1762,80.0
Random Exponential (scale=1) (sample 25),38,1862,124.0
Random Exponential (scale=1) (sample 25),39,1968,165.0
Random Exponential (scale=1) (sample 25),40,2076,130.0
Random Exponential (scale=1) (sample 25),41,2190,217.0
Random Exponential (scale=1) (sample 25),42,2308,228.0
Random Exponential (scale=1) (sample 25),43,2428,393.0
Random Exponential (scale=1) (sample 25),44,2550,100.0
Random Exponential (scale=1) (sample 25),45,2674,167.0
Random Exponential (scale=1) (sample 25),46,2800,148.0
Random Exponential (scale=1) (sample 25),47,2928,207.0
Random Exponential (scale=1) (sample 25),48,3058,304.0
Random Exponential (scale=1) (sample 25),49,3190,180.0
Random Exponential (scale=1) (sample 25),50,3324,319.0
Random Exponential (scale=1) (sample 25),51,3460,195.0
Random Exponential (scale=1) (sample 25),52,3598,282.0
Random Exponential (scale=1) (sample 25),53,3740,281.0
Random Exponential (scale=1) (sample 25),54,3884,450.0
Random Exponential (scale=1) (sample 25),55,4030,212.0
Random Exponential (scale=1) (sample 25),56,4180,235.0
Random Exponential (scale=1) (sample 25),57,4332,322.0
Random Exponential (scale=1) (sample 25),58,4486,598.0
Random Exponential (scale=1) (sample 25),59,4642,679.0
Random Exponential (scale=1) (sample 25),60,4800,1007.0
Random Exponential (scale=1) (sample 25),61,4960,1610.0
Random Exponential (scale=1) (sample 25),62,5124,2298.0
Random Exponential (scale=1) (sample 25),63,5290,3332.0
Random Exponential (scale=1) (sample 25),64,5460,4273.0
Random Exponential (scale=1) (sample 25),65,5634,5333.0
Random Exponential (scale=1) (sample 25),66,5810,5506.0
Random Exponential (scale=1) (sample 25),67,5988,5999.0
Random Exponential (scale=1) (sample 25),68,6168,6326.0
Random Exponential (scale=1) (sample 25),69,6350,6562.0
Random Exponential (scale=1) (sample 25),70,6534,7065.0
Random Exponential (scale=1) (sample 25),71,6724,6235.0
Random Exponential (scale=1) (sample 25),72,6918,6274.0
Random Exponential (scale=1) (sample 25),73,7116,6171.0
Random Exponential (scale=1) (sample 25),74,7322,5517.0
Random Exponential (scale=1) (sample 25),75,7530,6411.0
Random Exponential (scale=1) (sample 25),76,7740,6196.0
Random Exponential (scale=1) (sample 25),77,7956,8238.0
Random Exponential (scale=1) (sample 25),78,8174,8361.0
Random Exponential (scale=1) (sample 25),79,8394,11216.0
Random Exponential (scale=1) (sample 25),80,8616,16289.0
Random Exponential (scale=1) (sample 25),81,8840,14412.0
Random Exponential (scale=1) (sample 25),82,9070,24451.0
Random Exponential (scale=1) (sample 25),83,9302,22626.0
Random Exponential (scale=1) (sample 25),84,9536,33280.0
Random Exponential (scale=1) (sample 25),85,9778,9769.0
Random Exponential (scale=1) (sample 25),86,10024,9516.0
Random Exponential (scale=1) (sample 25),87,10276,11023.0
Random Exponential (scale=1) (sample 25),88,10530,13220.0
Random Exponential (scale=1) (sample 25),89,10788,16116.0
Random Exponential (scale=1) (sample 25),90,11048,16631.0
Random Exponential (scale=1) (sample 25),91,11310,22043.0
Random Exponential (scale=1) (sample 25),92,11574,32260.0
Random Exponential (scale=1) (sample 25),93,11840,37047.0
Random Exponential (scale=1) (sample 25),94,12108,62878.0
Random Exponential (scale=1) (sample 25),95,12378,71011.0
Random Exponential (scale=1) (sample 25),96,12650,98363.0
Random Exponential (scale=1) (sample 25),97,12924,135218.0
Random Exponential (scale=1) (sample 25),98,13200,182313.0
Random Exponential (scale=1) (sample 25),99,13478,245635.0
Random Exponential (scale=1) (sample 25),100,13758,299319.0
Random Exponential (scale=1) (sample 25),101,14042,364670.0
Random Exponential (scale=1) (sample 25),102,14328,345210.0
Random Exponential (scale=1) (sample 25),103,14616,367956.0
Random Exponential (scale=1) (sample 25),104,14908,347608.0
Random Exponential (scale=1) (sample 25),105,15202,232921.0
Random Exponential (scale=1) (sample 25),106,15502,213926.0
Random Exponential (scale=1) (sample 25),107,15804,217513.0
Random Exponential (scale=1) (sample 25),108,16108,286676.0
Random Exponential (scale=1) (sample 25),109,16414,163794.0
Random Exponential (scale=1) (sample 25),110,16722,201180.0
Random Exponential (scale=1) (sample 25),111,17032,272544.0
Random Exponential (scale=1) (sample 25),112,17346,307585.0
Random Exponential (scale=1) (sample 25),113,17662,323261.0
Random Exponential (scale=1) (sample 25),114,17982,389112.0
Random Exponential (scale=1) (sample 25),115,18308,470905.0
Random Exponential (scale=1) (sample 25),116,18636,559569.0
Random Exponential (scale=1) (sample 25),117,18968,740012.0
Random Exponential (scale=1) (sample 25),118,19302,871982.0
Random Exponential (scale=1) (sample 25),119,19638,989624.0
Random Exponential (scale=1) (sample 25),120,19976,1155579.0
Random Exponential (scale=1) (sample 26),1,4,1.0
Random Exponential (scale=1) (sample 26),2,10,1.0
Random Exponential (scale=1) (sample 26),3,18,1.0
Random Exponential (scale=1) (sample 26),4,28,2.0
Random Exponential (scale=1) (sample 26),5,40,2.0
Random Exponential (scale=1) (sample 26),6,56,2.0
Random Exponential (scale=1) (sample 26),7,76,2.0
Random Exponential (scale=1) (sample 26),8,100,2.0
Random Exponential (scale=1) (sample 26),9,126,3.0
Random Exponential (scale=1) (sample 26),10,156,5.0
Random Exponential (scale=1) (sample 26),11,188,5.0
Random Exponential (scale=1) (sample 26),12,222,5.0
Random Exponential (scale=1) (sample 26),13,260,8.0
Random Exponential (scale=1) (sample 26),14,302,9.0
Random Exponential (scale=1) (sample 26),15,350,11.0
Random Exponential (scale=1) (sample 26),16,400,13.0
Random Exponential (scale=1) (sample 26),17,456,21.0
Random Exponential (scale=1) (sample 26),18,516,36.0
Random Exponential (scale=1) (sample 26),19,578,31.0
Random Exponential (scale=1) (sample 26),20,646,33.0
Random Exponential (scale=1) (sample 26),21,716,60.0
Random Exponential (scale=1) (sample 26),22,788,35.0
Random Exponential (scale=1) (sample 26),23,864,51.0
Random Exponential (scale=1) (sample 26),24,944,33.0
Random Exponential (scale=1) (sample 26),25,1030,49.0
Random Exponential (scale=1) (sample 26),26,1122,53.0
Random Exponential (scale=1) (sample 26),27,1216,72.0
Random Exponential (scale=1) (sample 26),28,1314,111.0
Random Exponential (scale=1) (sample 26),29,1416,99.0
Random Exponential (scale=1) (sample 26),30,1520,107.0
Random Exponential (scale=1) (sample 26),31,1630,47.0
Random Exponential (scale=1) (sample 26),32,1742,65.0
Random Exponential (scale=1) (sample 26),33,1856,125.0
Random Exponential (scale=1) (sample 26),34,1976,186.0
Random Exponential (scale=1) (sample 26),35,2104,170.0
Random Exponential (scale=1) (sample 26),36,2234,295.0
Random Exponential (scale=1) (sample 26),37,2366,367.0
Random Exponential (scale=1) (sample 26),38,2500,467.0
Random Exponential (scale=1) (sample 26),39,2636,264.0
Random Exponential (scale=1) (sample 26),40,2778,319.0
Random Exponential (scale=1) (sample 26),41,2922,574.0
Random Exponential (scale=1) (sample 26),42,3068,571.0
Random Exponential (scale=1) (sample 26),43,3216,297.0
Random Exponential (scale=1) (sample 26),44,3368,491.0
Random Exponential (scale=1) (sample 26),45,3522,344.0
Random Exponential (scale=1) (sample 26),46,3678,420.0
Random Exponential (scale=1) (sample 26),47,3836,590.0
Random Exponential (scale=1) (sample 26),48,3996,848.0
Random Exponential (scale=1) (sample 26),49,4160,1075.0
Random Exponential (scale=1) (sample 26),50,4328,1347.0
Random Exponential (scale=1) (sample 26),51,4500,2134.0
Random Exponential (scale=1) (sample 26),52,4674,4056.0
Random Exponential (scale=1) (sample 26),53,4850,3196.0
Random Exponential (scale=1) (sample 26),54,5030,5468.0
Random Exponential (scale=1) (sample 26),55,5214,1783.0
Random Exponential (scale=1) (sample 26),56,5400,2091.0
Random Exponential (scale=1) (sample 26),57,5590,3199.0
Random Exponential (scale=1) (sample 26),58,5782,1032.0
Random Exponential (scale=1) (sample 26),59,5976,1615.0
Random Exponential (scale=1) (sample 26),60,6172,2129.0
Random Exponential (scale=1) (sample 26),61,6370,2071.0
Random Exponential (scale=1) (sample 26),62,6570,2395.0
Random Exponential (scale=1) (sample 26),63,6772,3590.0
Random Exponential (scale=1) (sample 26),64,6980,4522.0
Random Exponential (scale=1) (sample 26),65,7190,7012.0
Random Exponential (scale=1) (sample 26),66,7402,10882.0
Random Exponential (scale=1) (sample 26),67,7618,12553.0
Random Exponential (scale=1) (sample 26),68,7836,21876.0
Random Exponential (scale=1) (sample 26),69,8058,22168.0
Random Exponential (scale=1) (sample 26),70,8282,26641.0
Random Exponential (scale=1) (sample 26),71,8508,41937.0
Random Exponential (scale=1) (sample 26),72,8736,33486.0
Random Exponential (scale=1) (sample 26),73,8972,23624.0
Random Exponential (scale=1) (sample 26),74,9214,28763.0
Random Exponential (scale=1) (sample 26),75,9458,36412.0
Random Exponential (scale=1) (sample 26),76,9704,45226.0
Random Exponential (scale=1) (sample 26),77,9958,55819.0
Random Exponential (scale=1) (sample 26),78,10214,68036.0
Random Exponential (scale=1) (sample 26),79,10472,79991.0
Random Exponential (scale=1) (sample 26),80,10732,96504.0
Random Exponential (scale=1) (sample 26),81,10996,114462.0
Random Exponential (scale=1) (sample 26),82,11262,142417.0
Random Exponential (scale=1) (sample 26),83,11530,180982.0
Random Exponential (scale=1) (sample 26),84,11802,224082.0
Random Exponential (scale=1) (sample 26),85,12076,276996.0
Random Exponential (scale=1) (sample 26),86,12354,337043.0
Random Exponential (scale=1) (sample 26),87,12634,433959.0
Random Exponential (scale=1) (sample 26),88,12918,559395.0
Random Exponential (scale=1) (sample 26),89,13206,666355.0
Random Exponential (scale=1) (sample 26),90,13496,816568.0
Random Exponential (scale=1) (sample 26),91,13788,1025491.0
Random Exponential (scale=1) (sample 26),92,14088,1233730.0
Random Exponential (scale=1) (sample 26),93,14390,1492571.0
Random Exponential (scale=1) (sample 26),94,14694,1855493.0
Random Exponential (scale=1) (sample 26),95,15000,2315196.0
Random Exponential (scale=1) (sample 26),96,15314,2742113.0
Random Exponential (scale=1) (sample 26),97,15630,3316155.0
Random Exponential (scale=1) (sample 26),98,15950,3982741.0
Random Exponential (scale=1) (sample 26),99,16272,4784578.0
Random Exponential (scale=1) (sample 26),100,16598,5783929.0
Random Exponential (scale=1) (sample 26),101,16926,7074029.0
Random Exponential (scale=1) (sample 26),102,17256,8701386.0
Random Exponential (scale=1) (sample 26),103,17588,10839488.0
Random Exponential (scale=1) (sample 26),104,17922,13709498.0
Random Exponential (scale=1) (sample 26),105,18258,17362873.0
Random Exponential (scale=1) (sample 26),106,18596,22337392.0
Random Exponential (scale=1) (sample 26),107,18938,28271108.0
Random Exponential (scale=1) (sample 26),108,19290,33767585.0
Random Exponential (scale=1) (sample 26),109,19644,40685573.0
Random Exponential (scale=1) (sample 26),110,20000,49860878.0
Random Exponential (scale=1) (sample 27),1,2,1.0
Random Exponential (scale=1) (sample 27),2,8,1.0
Random Exponential (scale=1) (sample 27),3,16,1.0
Random Exponential (scale=1) (sample 27),4,26,1.0
Random Exponential (scale=1) (sample 27),5,38,2.0
Random Exponential (scale=1) (sample 27),6,62,3.0
Random Exponential (scale=1) (sample 27),7,88,3.0
Random Exponential (scale=1) (sample 27),8,116,3.0
Random Exponential (scale=1) (sample 27),9,148,3.0
Random Exponential (scale=1) (sample 27),10,182,5.0
Random Exponential (scale=1) (sample 27),11,218,4.0
Random Exponential (scale=1) (sample 27),12,258,3.0
Random Exponential (scale=1) (sample 27),13,300,4.0
Random Exponential (scale=1) (sample 27),14,344,4.0
Random Exponential (scale=1) (sample 27),15,390,3.0
Random Exponential (scale=1) (sample 27),16,440,5.0
Random Exponential (scale=1) (sample 27),17,492,7.0
Random Exponential (scale=1) (sample 27),18,550,6.0
Random Exponential (scale=1) (sample 27),19,610,6.0
Random Exponential (scale=1) (sample 27),20,672,8.0
Random Exponential (scale=1) (sample 27),21,740,11.0
Random Exponential (scale=1) (sample 27),22,810,12.0
Random Exponential (scale=1) (sample 27),23,882,13.0
Random Exponential (scale=1) (sample 27),24,958,12.0
Random Exponential (scale=1) (sample 27),25,1036,12.0
Random Exponential (scale=1) (sample 27),26,1116,16.0
Random Exponential (scale=1) (sample 27),27,1200,22.0
Random Exponential (scale=1) (sample 27),28,1286,31.0
Random Exponential (scale=1) (sample 27),29,1378,21.0
Random Exponential (scale=1) (sample 27),30,1474,25.0
Random Exponential (scale=1) (sample 27),31,1572,27.0
Random Exponential (scale=1) (sample 27),32,1674,34.0
Random Exponential (scale=1) (sample 27),33,1778,48.0
Random Exponential (scale=1) (sample 27),34,1884,74.0
Random Exponential (scale=1) (sample 27),35,1992,77.0
Random Exponential (scale=1) (sample 27),36,2102,75.0
Random Exponential (scale=1) (sample 27),37,2214,67.0
Random Exponential (scale=1) (sample 27),38,2332,83.0
Random Exponential (scale=1) (sample 27),39,2452,106.0
Random Exponential (scale=1) (sample 27),40,2578,125.0
Random Exponential (scale=1) (sample 27),41,2706,149.0
Random Exponential (scale=1) (sample 27),42,2838,156.0
Random Exponential (scale=1) (sample 27),43,2972,196.0
Random Exponential (scale=1) (sample 27),44,3108,244.0
Random Exponential (scale=1) (sample 27),45,3246,290.0
Random Exponential (scale=1) (sample 27),46,3386,368.0
Random Exponential (scale=1) (sample 27),47,3530,490.0
Random Exponential (scale=1) (sample 27),48,3678,538.0
Random Exponential (scale=1) (sample 27),49,3830,768.0
Random Exponential (scale=1) (sample 27),50,3988,784.0
Random Exponential (scale=1) (sample 27),51,4148,1021.0
Random Exponential (scale=1) (sample 27),52,4310,1203.0
Random Exponential (scale=1) (sample 27),53,4474,1480.0
Random Exponential (scale=1) (sample 27),54,4642,1663.0
Random Exponential (scale=1) (sample 27),55,4814,1863.0
Random Exponential (scale=1) (sample 27),56,4988,2434.0
Random Exponential (scale=1) (sample 27),57,5164,2410.0
Random Exponential (scale=1) (sample 27),58,5344,2885.0
Random Exponential (scale=1) (sample 27),59,5526,3836.0
Random Exponential (scale=1) (sample 27),60,5712,4588.0
Random Exponential (scale=1) (sample 27),61,5902,5433.0
Random Exponential (scale=1) (sample 27),62,6098,6078.0
Random Exponential (scale=1) (sample 27),63,6296,7318.0
Random Exponential (scale=1) (sample 27),64,6496,8869.0
Random Exponential (scale=1) (sample 27),65,6698,10899.0
Random Exponential (scale=1) (sample 27),66,6902,14084.0
Random Exponential (scale=1) (sample 27),67,7110,19081.0
Random Exponential (scale=1) (sample 27),68,7322,26243.0
Random Exponential (scale=1) (sample 27),69,7536,22223.0
Random Exponential (scale=1) (sample 27),70,7754,25436.0
Random Exponential (scale=1) (sample 27),71,7976,30198.0
Random Exponential (scale=1) (sample 27),72,8204,35204.0
Random Exponential (scale=1) (sample 27),73,8436,40327.0
Random Exponential (scale=1) (sample 27),74,8670,47271.0
Random Exponential (scale=1) (sample 27),75,8906,57551.0
Random Exponential (scale=1) (sample 27),76,9144,74956.0
Random Exponential (scale=1) (sample 27),77,9384,89547.0
Random Exponential (scale=1) (sample 27),78,9628,88846.0
Random Exponential (scale=1) (sample 27),79,9874,108141.0
Random Exponential (scale=1) (sample 27),80,10122,133406.0
Random Exponential (scale=1) (sample 27),81,10372,167974.0
Random Exponential (scale=1) (sample 27),82,10624,211440.0
Random Exponential (scale=1) (sample 27),83,10878,273052.0
Random Exponential (scale=1) (sample 27),84,11134,347789.0
Random Exponential (scale=1) (sample 27),85,11392,450801.0
Random Exponential (scale=1) (sample 27),86,11654,572173.0
Random Exponential (scale=1) (sample 27),87,11918,729702.0
Random Exponential (scale=1) (sample 27),88,12184,954166.0
Random Exponential (scale=1) (sample 27),89,12452,1241756.0
Random Exponential (scale=1) (sample 27),90,12722,1631038.0
Random Exponential (scale=1) (sample 27),91,12998,2064170.0
Random Exponential (scale=1) (sample 27),92,13278,2591995.0
Random Exponential (scale=1) (sample 27),93,13560,3271858.0
Random Exponential (scale=1) (sample 27),94,13848,4008037.0
Random Exponential (scale=1) (sample 27),95,14138,4942067.0
