method,step,sumA,maxAbsCoef
"Arithmetic (start=1,step=1)",1,2,1.0
"Arithmetic (start=1,step=1)",2,6,1.0
"Arithmetic (start=1,step=1)",3,12,1.0
"Arithmetic (start=1,step=1)",4,20,2.0
"Arithmetic (start=1,step=1)",5,30,1.0
"Arithmetic (start=1,step=1)",6,42,2.0
"Arithmetic (start=1,step=1)",7,56,2.0
"Arithmetic (start=1,step=1)",8,72,2.0
"Arithmetic (start=1,step=1)",9,90,2.0
"Arithmetic (start=1,step=1)",10,110,3.0
"Arithmetic (start=1,step=1)",11,132,2.0
"Arithmetic (start=1,step=1)",12,156,4.0
"Arithmetic (start=1,step=1)",13,182,3.0
"Arithmetic (start=1,step=1)",14,210,3.0
"Arithmetic (start=1,step=1)",15,240,4.0
"Arithmetic (start=1,step=1)",16,272,6.0
"Arithmetic (start=1,step=1)",17,306,5.0
"Arithmetic (start=1,step=1)",18,342,6.0
"Arithmetic (start=1,step=1)",19,380,7.0
"Arithmetic (start=1,step=1)",20,420,8.0
"Arithmetic (start=1,step=1)",21,462,8.0
"Arithmetic (start=1,step=1)",22,506,10.0
"Arithmetic (start=1,step=1)",23,552,11.0
"Arithmetic (start=1,step=1)",24,600,16.0
"Arithmetic (start=1,step=1)",25,650,16.0
"Arithmetic (start=1,step=1)",26,702,19.0
"Arithmetic (start=1,step=1)",27,756,21.0
"Arithmetic (start=1,step=1)",28,812,28.0
"Arithmetic (start=1,step=1)",29,870,29.0
"Arithmetic (start=1,step=1)",30,930,34.0
"Arithmetic (start=1,step=1)",31,992,41.0
"Arithmetic (start=1,step=1)",32,1056,50.0
"Arithmetic (start=1,step=1)",33,1122,56.0
"Arithmetic (start=1,step=1)",34,1190,68.0
"Arithmetic (start=1,step=1)",35,1260,80.0
"Arithmetic (start=1,step=1)",36,1332,100.0
"Arithmetic (start=1,step=1)",37,1406,114.0
"Arithmetic (start=1,step=1)",38,1482,135.0
"Arithmetic (start=1,step=1)",39,1560,158.0
"Arithmetic (start=1,step=1)",40,1640,196.0
"Arithmetic (start=1,step=1)",41,1722,225.0
"Arithmetic (start=1,step=1)",42,1806,269.0
"Arithmetic (start=1,step=1)",43,1892,320.0
"Arithmetic (start=1,step=1)",44,1980,388.0
"Arithmetic (start=1,step=1)",45,2070,455.0
"Arithmetic (start=1,step=1)",46,2162,544.0
"Arithmetic (start=1,step=1)",47,2256,644.0
"Arithmetic (start=1,step=1)",48,2352,786.0
"Arithmetic (start=1,step=1)",49,2450,921.0
"Arithmetic (start=1,step=1)",50,2550,1111.0
"Arithmetic (start=1,step=1)",51,2652,1321.0
"Arithmetic (start=1,step=1)",52,2756,1600.0
"Arithmetic (start=1,step=1)",53,2862,1891.0
"Arithmetic (start=1,step=1)",54,2970,2274.0
"Arithmetic (start=1,step=1)",55,3080,2711.0
"Arithmetic (start=1,step=1)",56,3192,3280.0
"Arithmetic (start=1,step=1)",57,3306,3895.0
"Arithmetic (start=1,step=1)",58,3422,4694.0
"Arithmetic (start=1,step=1)",59,3540,5591.0
"Arithmetic (start=1,step=1)",60,3660,6780.0
"Arithmetic (start=1,step=1)",61,3782,8051.0
"Arithmetic (start=1,step=1)",62,3906,9729.0
"Arithmetic (start=1,step=1)",63,4032,11624.0
"Arithmetic (start=1,step=1)",64,4160,14060.0
"Arithmetic (start=1,step=1)",65,4290,16765.0
"Arithmetic (start=1,step=1)",66,4422,20237.0
"Arithmetic (start=1,step=1)",67,4556,24185.0
"Arithmetic (start=1,step=1)",68,4692,29280.0
"Arithmetic (start=1,step=1)",69,4830,34967.0
"Arithmetic (start=1,step=1)",70,4970,42260.0
"Arithmetic (start=1,step=1)",71,5112,50563.0
"Arithmetic (start=1,step=1)",72,5256,61232.0
"Arithmetic (start=1,step=1)",73,5402,73204.0
"Arithmetic (start=1,step=1)",74,5550,88538.0
"Arithmetic (start=1,step=1)",75,5700,106106.0
"Arithmetic (start=1,step=1)",76,5852,128414.0
"Arithmetic (start=1,step=1)",77,6006,153816.0
"Arithmetic (start=1,step=1)",78,6162,186002.0
"Arithmetic (start=1,step=1)",79,6320,223031.0
"Arithmetic (start=1,step=1)",80,6480,270084.0
"Arithmetic (start=1,step=1)",81,6642,323699.0
"Arithmetic (start=1,step=1)",82,6806,391799.0
"Arithmetic (start=1,step=1)",83,6972,470145.0
"Arithmetic (start=1,step=1)",84,7140,569514.0
"Arithmetic (start=1,step=1)",85,7310,683108.0
"Arithmetic (start=1,step=1)",86,7482,827204.0
"Arithmetic (start=1,step=1)",87,7656,993497.0
"Arithmetic (start=1,step=1)",88,7832,1203564.0
"Arithmetic (start=1,step=1)",89,8010,1445355.0
"Arithmetic (start=1,step=1)",90,8190,1750164.0
"Arithmetic (start=1,step=1)",91,8372,2103468.0
"Arithmetic (start=1,step=1)",92,8556,2548770.0
"Arithmetic (start=1,step=1)",93,8742,3062815.0
"Arithmetic (start=1,step=1)",94,8930,3710162.0
"Arithmetic (start=1,step=1)",95,9120,4461779.0
"Arithmetic (start=1,step=1)",96,9312,5407754.0
"Arithmetic (start=1,step=1)",97,9506,6501853.0
"Arithmetic (start=1,step=1)",98,9702,7879178.0
"Arithmetic (start=1,step=1)",99,9900,9478177.0
"Arithmetic (start=1,step=1)",100,10100,11493312.0
"Arithmetic (start=1,step=1)",101,10302,13826598.0
"Arithmetic (start=1,step=1)",102,10506,16760177.0
"Arithmetic (start=1,step=1)",103,10712,20176201.0
"Arithmetic (start=1,step=1)",104,10920,24465960.0
"Arithmetic (start=1,step=1)",105,11130,29452205.0
"Arithmetic (start=1,step=1)",106,11342,35705517.0
"Arithmetic (start=1,step=1)",107,11556,43007072.0
"Arithmetic (start=1,step=1)",108,11772,52157508.0
"Arithmetic (start=1,step=1)",109,11990,62818238.0
"Arithmetic (start=1,step=1)",110,12210,76173007.0
"Arithmetic (start=1,step=1)",111,12432,91781614.0
"Arithmetic (start=1,step=1)",112,12656,111342192.0
"Arithmetic (start=1,step=1)",113,12882,134139614.0
"Arithmetic (start=1,step=1)",114,13110,162716924.0
"Arithmetic (start=1,step=1)",115,13340,196119701.0
"Arithmetic (start=1,step=1)",116,13572,237985596.0
"Arithmetic (start=1,step=1)",117,13806,286856063.0
"Arithmetic (start=1,step=1)",118,14042,348010128.0
"Arithmetic (start=1,step=1)",119,14280,419679679.0
"Arithmetic (start=1,step=1)",120,14520,509275390.0
"Arithmetic (start=1,step=1)",121,14762,614150982.0
"Arithmetic (start=1,step=1)",122,15006,745149648.0
"Arithmetic (start=1,step=1)",123,15252,898947715.0
"Arithmetic (start=1,step=1)",124,15500,1091017632.0
"Arithmetic (start=1,step=1)",125,15750,1316123497.0
"Arithmetic (start=1,step=1)",126,16002,1597187547.0
"Arithmetic (start=1,step=1)",127,16256,1927340514.0
"Arithmetic (start=1,step=1)",128,16512,2339687834.0
"Arithmetic (start=1,step=1)",129,16770,2823028316.0
"Arithmetic (start=1,step=1)",130,17030,3426893978.0
"Arithmetic (start=1,step=1)",131,17292,4136484701.0
"Arithmetic (start=1,step=1)",132,17556,5022312654.0
"Arithmetic (start=1,step=1)",133,17822,6062487210.0
"Arithmetic (start=1,step=1)",134,18090,7359556816.0
"Arithmetic (start=1,step=1)",135,18360,8886989280.0
"Arithmetic (start=1,step=1)",136,18632,10790564790.0
"Arithmetic (start=1,step=1)",137,18906,13029930184.0
"Arithmetic (start=1,step=1)",138,19182,15819222872.0
"Arithmetic (start=1,step=1)",139,19460,19107817305.0
"Arithmetic (start=1,step=1)",140,19740,23203658318.0
"Geometric (ratio=2,start=2)",1,4,1.0
"Geometric (ratio=2,start=2)",2,12,1.0
"Geometric (ratio=2,start=2)",3,28,1.0
"Geometric (ratio=2,start=2)",4,60,1.0
"Geometric (ratio=2,start=2)",5,124,1.0
"Geometric (ratio=2,start=2)",6,252,1.0
"Geometric (ratio=2,start=2)",7,508,1.0
"Geometric (ratio=2,start=2)",8,1020,1.0
"Geometric (ratio=2,start=2)",9,2044,1.0
"Geometric (ratio=2,start=2)",10,4092,1.0
"Geometric (ratio=2,start=2)",11,8188,1.0
"Geometric (ratio=2,start=2)",12,16380,1.0
"Geometric (ratio=3,start=2)",1,4,1.0
"Geometric (ratio=3,start=2)",2,16,1.0
"Geometric (ratio=3,start=2)",3,52,1.0
"Geometric (ratio=3,start=2)",4,160,1.0
"Geometric (ratio=3,start=2)",5,484,1.0
"Geometric (ratio=3,start=2)",6,1456,1.0
"Geometric (ratio=3,start=2)",7,4372,1.0
"Geometric (ratio=3,start=2)",8,13120,1.0
Fibonacci,1,2,1.0
Fibonacci,2,6,1.0
Fibonacci,3,12,1.0
Fibonacci,4,22,1.0
Fibonacci,5,38,1.0
Fibonacci,6,64,1.0
Fibonacci,7,106,1.0
Fibonacci,8,174,1.0
Fibonacci,9,284,1.0
Fibonacci,10,462,1.0
Fibonacci,11,750,1.0
Fibonacci,12,1216,1.0
Fibonacci,13,1970,1.0
Fibonacci,14,3190,1.0
Fibonacci,15,5164,1.0
Fibonacci,16,8358,1.0
Fibonacci,17,13526,1.0
Random Uniform (d=5) (sample 1),1,8,1.0
Random Uniform (d=5) (sample 1),2,26,1.0
Random Uniform (d=5) (sample 1),3,50,1.0
Random Uniform (d=5) (sample 1),4,84,2.0
Random Uniform (d=5) (sample 1),5,128,2.0
Random Uniform (d=5) (sample 1),6,176,2.0
Random Uniform (d=5) (sample 1),7,230,3.0
Random Uniform (d=5) (sample 1),8,290,4.0
Random Uniform (d=5) (sample 1),9,356,6.0
Random Uniform (d=5) (sample 1),10,432,10.0
Random Uniform (d=5) (sample 1),11,516,7.0
Random Uniform (d=5) (sample 1),12,606,13.0
Random Uniform (d=5) (sample 1),13,706,21.0
Random Uniform (d=5) (sample 1),14,810,16.0
Random Uniform (d=5) (sample 1),15,922,24.0
Random Uniform (d=5) (sample 1),16,1038,43.0
Random Uniform (d=5) (sample 1),17,1162,23.0
Random Uniform (d=5) (sample 1),18,1296,22.0
Random Uniform (d=5) (sample 1),19,1432,35.0
Random Uniform (d=5) (sample 1),20,1576,29.0
Random Uniform (d=5) (sample 1),21,1724,28.0
Random Uniform (d=5) (sample 1),22,1882,40.0
Random Uniform (d=5) (sample 1),23,2048,46.0
Random Uniform (d=5) (sample 1),24,2216,52.0
Random Uniform (d=5) (sample 1),25,2386,76.0
Random Uniform (d=5) (sample 1),26,2562,123.0
Random Uniform (d=5) (sample 1),27,2744,137.0
Random Uniform (d=5) (sample 1),28,2930,223.0
Random Uniform (d=5) (sample 1),29,3124,356.0
Random Uniform (d=5) (sample 1),30,3326,400.0
Random Uniform (d=5) (sample 1),31,3534,621.0
Random Uniform (d=5) (sample 1),32,3750,904.0
Random Uniform (d=5) (sample 1),33,3974,518.0
Random Uniform (d=5) (sample 1),34,4200,645.0
Random Uniform (d=5) (sample 1),35,4432,711.0
Random Uniform (d=5) (sample 1),36,4674,799.0
Random Uniform (d=5) (sample 1),37,4922,1321.0
Random Uniform (d=5) (sample 1),38,5180,2131.0
Random Uniform (d=5) (sample 1),39,5440,2708.0
Random Uniform (d=5) (sample 1),40,5704,5155.0
Random Uniform (d=5) (sample 1),41,5976,4087.0
Random Uniform (d=5) (sample 1),42,6250,7445.0
Random Uniform (d=5) (sample 1),43,6532,4699.0
Random Uniform (d=5) (sample 1),44,6818,6498.0
Random Uniform (d=5) (sample 1),45,7108,9730.0
Random Uniform (d=5) (sample 1),46,7400,11630.0
Random Uniform (d=5) (sample 1),47,7696,18391.0
Random Uniform (d=5) (sample 1),48,8002,20421.0
Random Uniform (d=5) (sample 1),49,8312,31763.0
Random Uniform (d=5) (sample 1),50,8630,56338.0
Random Uniform (d=5) (sample 1),51,8956,59605.0
Random Uniform (d=5) (sample 1),52,9290,39814.0
Random Uniform (d=5) (sample 1),53,9632,58414.0
Random Uniform (d=5) (sample 1),54,9984,76548.0
Random Uniform (d=5) (sample 1),55,10342,72057.0
Random Uniform (d=5) (sample 1),56,10702,104266.0
Random Uniform (d=5) (sample 1),57,11070,153045.0
Random Uniform (d=5) (sample 1),58,11442,195008.0
Random Uniform (d=5) (sample 1),59,11822,139398.0
Random Uniform (d=5) (sample 1),60,12206,199601.0
Random Uniform (d=5) (sample 1),61,12594,272917.0
Random Uniform (d=5) (sample 1),62,12990,390779.0
Random Uniform (d=5) (sample 1),63,13396,504965.0
Random Uniform (d=5) (sample 1),64,13806,806425.0
Random Uniform (d=5) (sample 1),65,14220,1189622.0
Random Uniform (d=5) (sample 1),66,14642,1006474.0
Random Uniform (d=5) (sample 1),67,15068,929565.0
Random Uniform (d=5) (sample 1),68,15498,1277111.0
Random Uniform (d=5) (sample 1),69,15936,1580448.0
Random Uniform (d=5) (sample 1),70,16382,2224067.0
Random Uniform (d=5) (sample 1),71,16830,3200469.0
Random Uniform (d=5) (sample 1),72,17288,4976198.0
Random Uniform (d=5) (sample 1),73,17756,8211228.0
Random Uniform (d=5) (sample 1),74,18228,11865943.0
Random Uniform (d=5) (sample 1),75,18710,14351983.0
Random Uniform (d=5) (sample 1),76,19196,4607586.0
Random Uniform (d=5) (sample 1),77,19684,6104130.0
Random Uniform (d=5) (sample 2),1,10,1.0
Random Uniform (d=5) (sample 2),2,30,1.0
Random Uniform (d=5) (sample 2),3,58,1.0
Random Uniform (d=5) (sample 2),4,94,1.0
Random Uniform (d=5) (sample 2),5,138,2.0
Random Uniform (d=5) (sample 2),6,192,3.0
Random Uniform (d=5) (sample 2),7,250,3.0
Random Uniform (d=5) (sample 2),8,318,3.0
Random Uniform (d=5) (sample 2),9,392,4.0
Random Uniform (d=5) (sample 2),10,476,8.0
Random Uniform (d=5) (sample 2),11,570,6.0
Random Uniform (d=5) (sample 2),12,666,5.0
Random Uniform (d=5) (sample 2),13,764,9.0
Random Uniform (d=5) (sample 2),14,864,13.0
Random Uniform (d=5) (sample 2),15,974,19.0
Random Uniform (d=5) (sample 2),16,1088,23.0
Random Uniform (d=5) (sample 2),17,1208,28.0
Random Uniform (d=5) (sample 2),18,1334,31.0
Random Uniform (d=5) (sample 2),19,1464,26.0
Random Uniform (d=5) (sample 2),20,1598,43.0
Random Uniform (d=5) (sample 2),21,1738,57.0
Random Uniform (d=5) (sample 2),22,1886,85.0
Random Uniform (d=5) (sample 2),23,2036,88.0
Random Uniform (d=5) (sample 2),24,2188,124.0
Random Uniform (d=5) (sample 2),25,2346,173.0
Random Uniform (d=5) (sample 2),26,2508,304.0
Random Uniform (d=5) (sample 2),27,2678,450.0
Random Uniform (d=5) (sample 2),28,2854,506.0
Random Uniform (d=5) (sample 2),29,3032,668.0
Random Uniform (d=5) (sample 2),30,3220,1008.0
Random Uniform (d=5) (sample 2),31,3412,1585.0
Random Uniform (d=5) (sample 2),32,3614,1599.0
Random Uniform (d=5) (sample 2),33,3822,1830.0
Random Uniform (d=5) (sample 2),34,4032,2735.0
Random Uniform (d=5) (sample 2),35,4250,4115.0
Random Uniform (d=5) (sample 2),36,4478,4082.0
Random Uniform (d=5) (sample 2),37,4714,5443.0
Random Uniform (d=5) (sample 2),38,4952,7148.0
Random Uniform (d=5) (sample 2),39,5200,8823.0
Random Uniform (d=5) (sample 2),40,5456,15400.0
Random Uniform (d=5) (sample 2),41,5720,18089.0
Random Uniform (d=5) (sample 2),42,5994,28774.0
Random Uniform (d=5) (sample 2),43,6270,12186.0
Random Uniform (d=5) (sample 2),44,6554,9290.0
Random Uniform (d=5) (sample 2),45,6844,12165.0
Random Uniform (d=5) (sample 2),46,7144,16427.0
Random Uniform (d=5) (sample 2),47,7448,28645.0
Random Uniform (d=5) (sample 2),48,7756,40383.0
Random Uniform (d=5) (sample 2),49,8066,30853.0
Random Uniform (d=5) (sample 2),50,8382,39325.0
Random Uniform (d=5) (sample 2),51,8706,38806.0
Random Uniform (d=5) (sample 2),52,9034,47174.0
Random Uniform (d=5) (sample 2),53,9364,72339.0
Random Uniform (d=5) (sample 2),54,9700,72343.0
Random Uniform (d=5) (sample 2),55,10042,94046.0
Random Uniform (d=5) (sample 2),56,10386,122621.0
Random Uniform (d=5) (sample 2),57,10732,165357.0
Random Uniform (d=5) (sample 2),58,11086,224897.0
Random Uniform (d=5) (sample 2),59,11442,307691.0
Random Uniform (d=5) (sample 2),60,11806,407134.0
Random Uniform (d=5) (sample 2),61,12178,527989.0
Random Uniform (d=5) (sample 2),62,12560,668318.0
Random Uniform (d=5) (sample 2),63,12948,801548.0
Random Uniform (d=5) (sample 2),64,13342,996076.0
Random Uniform (d=5) (sample 2),65,13742,1174194.0
Random Uniform (d=5) (sample 2),66,14152,1426842.0
Random Uniform (d=5) (sample 2),67,14570,1721490.0
Random Uniform (d=5) (sample 2),68,14996,2072468.0
Random Uniform (d=5) (sample 2),69,15424,2580786.0
Random Uniform (d=5) (sample 2),70,15862,2959241.0
Random Uniform (d=5) (sample 2),71,16302,3612829.0
Random Uniform (d=5) (sample 2),72,16752,4401908.0
Random Uniform (d=5) (sample 2),73,17204,5344286.0
Random Uniform (d=5) (sample 2),74,17660,6776320.0
Random Uniform (d=5) (sample 2),75,18122,8227458.0
Random Uniform (d=5) (sample 2),76,18590,10215678.0
Random Uniform (d=5) (sample 2),77,19066,12557267.0
Random Uniform (d=5) (sample 2),78,19546,15698624.0
Random Uniform (d=5) (sample 3),1,10,1.0
Random Uniform (d=5) (sample 3),2,24,1.0
Random Uniform (d=5) (sample 3),3,42,1.0
Random Uniform (d=5) (sample 3),4,64,2.0
Random Uniform (d=5) (sample 3),5,90,2.0
Random Uniform (d=5) (sample 3),6,118,2.0
Random Uniform (d=5) (sample 3),7,156,2.0
Random Uniform (d=5) (sample 3),8,198,3.0
Random Uniform (d=5) (sample 3),9,250,3.0
Random Uniform (d=5) (sample 3),10,308,5.0
Random Uniform (d=5) (sample 3),11,368,6.0
Random Uniform (d=5) (sample 3),12,432,8.0
Random Uniform (d=5) (sample 3),13,498,9.0
Random Uniform (d=5) (sample 3),14,566,12.0
Random Uniform (d=5) (sample 3),15,640,18.0
Random Uniform (d=5) (sample 3),16,724,34.0
Random Uniform (d=5) (sample 3),17,810,19.0
Random Uniform (d=5) (sample 3),18,904,16.0
Random Uniform (d=5) (sample 3),19,1004,25.0
Random Uniform (d=5) (sample 3),20,1112,40.0
Random Uniform (d=5) (sample 3),21,1226,34.0
Random Uniform (d=5) (sample 3),22,1348,55.0
Random Uniform (d=5) (sample 3),23,1478,81.0
Random Uniform (d=5) (sample 3),24,1610,143.0
Random Uniform (d=5) (sample 3),25,1744,97.0
Random Uniform (d=5) (sample 3),26,1884,171.0
Random Uniform (d=5) (sample 3),27,2034,128.0
Random Uniform (d=5) (sample 3),28,2186,118.0
Random Uniform (d=5) (sample 3),29,2340,176.0
Random Uniform (d=5) (sample 3),30,2498,163.0
Random Uniform (d=5) (sample 3),31,2658,141.0
Random Uniform (d=5) (sample 3),32,2828,196.0
Random Uniform (d=5) (sample 3),33,3002,167.0
Random Uniform (d=5) (sample 3),34,3184,224.0
Random Uniform (d=5) (sample 3),35,3374,237.0
Random Uniform (d=5) (sample 3),36,3568,271.0
Random Uniform (d=5) (sample 3),37,3766,429.0
Random Uniform (d=5) (sample 3),38,3968,428.0
Random Uniform (d=5) (sample 3),39,4176,415.0
Random Uniform (d=5) (sample 3),40,4394,448.0
Random Uniform (d=5) (sample 3),41,4622,734.0
Random Uniform (d=5) (sample 3),42,4858,1090.0
Random Uniform (d=5) (sample 3),43,5102,1693.0
Random Uniform (d=5) (sample 3),44,5354,2816.0
Random Uniform (d=5) (sample 3),45,5608,3005.0
Random Uniform (d=5) (sample 3),46,5870,3693.0
Random Uniform (d=5) (sample 3),47,6136,4386.0
Random Uniform (d=5) (sample 3),48,6410,4976.0
Random Uniform (d=5) (sample 3),49,6688,8011.0
Random Uniform (d=5) (sample 3),50,6972,8632.0
Random Uniform (d=5) (sample 3),51,7258,10081.0
Random Uniform (d=5) (sample 3),52,7546,8348.0
Random Uniform (d=5) (sample 3),53,7844,9702.0
Random Uniform (d=5) (sample 3),54,8148,10442.0
Random Uniform (d=5) (sample 3),55,8456,18211.0
Random Uniform (d=5) (sample 3),56,8770,16129.0
Random Uniform (d=5) (sample 3),57,9086,25898.0
Random Uniform (d=5) (sample 3),58,9406,32566.0
Random Uniform (d=5) (sample 3),59,9732,26189.0
Random Uniform (d=5) (sample 3),60,10060,33175.0
Random Uniform (d=5) (sample 3),61,10392,50246.0
Random Uniform (d=5) (sample 3),62,10728,66329.0
Random Uniform (d=5) (sample 3),63,11066,62340.0
Random Uniform (d=5) (sample 3),64,11408,62893.0
Random Uniform (d=5) (sample 3),65,11752,87559.0
Random Uniform (d=5) (sample 3),66,12104,102351.0
Random Uniform (d=5) (sample 3),67,12464,139419.0
Random Uniform (d=5) (sample 3),68,12828,271380.0
Random Uniform (d=5) (sample 3),69,13196,418845.0
Random Uniform (d=5) (sample 3),70,13566,291430.0
Random Uniform (d=5) (sample 3),71,13940,227774.0
Random Uniform (d=5) (sample 3),72,14324,398406.0
Random Uniform (d=5) (sample 3),73,14716,675304.0
Random Uniform (d=5) (sample 3),74,15112,1298975.0
Random Uniform (d=5) (sample 3),75,15512,2322419.0
Random Uniform (d=5) (sample 3),76,15918,1407131.0
Random Uniform (d=5) (sample 3),77,16328,904361.0
Random Uniform (d=5) (sample 3),78,16748,1802736.0
Random Uniform (d=5) (sample 3),79,17176,3048714.0
Random Uniform (d=5) (sample 3),80,17610,1961856.0
Random Uniform (d=5) (sample 3),81,18046,3320228.0
Random Uniform (d=5) (sample 3),82,18484,2295189.0
Random Uniform (d=5) (sample 3),83,18930,1576481.0
Random Uniform (d=5) (sample 3),84,19378,2994080.0
Random Uniform (d=5) (sample 3),85,19836,1924387.0
Random Uniform (d=5) (sample 4),1,8,1.0
Random Uniform (d=5) (sample 4),2,22,1.0
Random Uniform (d=5) (sample 4),3,44,1.0
Random Uniform (d=5) (sample 4),4,70,1.0
Random Uniform (d=5) (sample 4),5,100,1.0
Random Uniform (d=5) (sample 4),6,136,1.0
Random Uniform (d=5) (sample 4),7,180,1.0
Random Uniform (d=5) (sample 4),8,234,2.0
Random Uniform (d=5) (sample 4),9,294,3.0
Random Uniform (d=5) (sample 4),10,360,6.0
Random Uniform (d=5) (sample 4),11,428,4.0
Random Uniform (d=5) (sample 4),12,502,6.0
Random Uniform (d=5) (sample 4),13,586,9.0
Random Uniform (d=5) (sample 4),14,674,11.0
Random Uniform (d=5) (sample 4),15,770,13.0
Random Uniform (d=5) (sample 4),16,868,11.0
Random Uniform (d=5) (sample 4),17,974,16.0
Random Uniform (d=5) (sample 4),18,1084,15.0
Random Uniform (d=5) (sample 4),19,1200,22.0
Random Uniform (d=5) (sample 4),20,1326,34.0
Random Uniform (d=5) (sample 4),21,1454,40.0
Random Uniform (d=5) (sample 4),22,1592,61.0
Random Uniform (d=5) (sample 4),23,1740,112.0
Random Uniform (d=5) (sample 4),24,1898,210.0
Random Uniform (d=5) (sample 4),25,2066,393.0
Random Uniform (d=5) (sample 4),26,2238,359.0
Random Uniform (d=5) (sample 4),27,2420,460.0
Random Uniform (d=5) (sample 4),28,2612,704.0
Random Uniform (d=5) (sample 4),29,2808,486.0
Random Uniform (d=5) (sample 4),30,3012,375.0
Random Uniform (d=5) (sample 4),31,3220,312.0
Random Uniform (d=5) (sample 4),32,3434,358.0
Random Uniform (d=5) (sample 4),33,3652,515.0
Random Uniform (d=5) (sample 4),34,3878,203.0
Random Uniform (d=5) (sample 4),35,4110,339.0
Random Uniform (d=5) (sample 4),36,4348,612.0
Random Uniform (d=5) (sample 4),37,4588,473.0
Random Uniform (d=5) (sample 4),38,4838,911.0
Random Uniform (d=5) (sample 4),39,5094,623.0
Random Uniform (d=5) (sample 4),40,5356,898.0
Random Uniform (d=5) (sample 4),41,5626,1741.0
Random Uniform (d=5) (sample 4),42,5902,2190.0
Random Uniform (d=5) (sample 4),43,6186,3351.0
Random Uniform (d=5) (sample 4),44,6480,6302.0
Random Uniform (d=5) (sample 4),45,6776,4821.0
Random Uniform (d=5) (sample 4),46,7074,3244.0
Random Uniform (d=5) (sample 4),47,7382,5737.0
Random Uniform (d=5) (sample 4),48,7700,5388.0
Random Uniform (d=5) (sample 4),49,8022,9714.0
Random Uniform (d=5) (sample 4),50,8350,9829.0
Random Uniform (d=5) (sample 4),51,8684,10448.0
Random Uniform (d=5) (sample 4),52,9024,17231.0
Random Uniform (d=5) (sample 4),53,9372,18756.0
Random Uniform (d=5) (sample 4),54,9724,28984.0
Random Uniform (d=5) (sample 4),55,10082,50607.0
Random Uniform (d=5) (sample 4),56,10448,85823.0
Random Uniform (d=5) (sample 4),57,10822,59675.0
Random Uniform (d=5) (sample 4),58,11198,70782.0
Random Uniform (d=5) (sample 4),59,11582,138394.0
Random Uniform (d=5) (sample 4),60,11976,44100.0
Random Uniform (d=5) (sample 4),61,12378,57020.0
Random Uniform (d=5) (sample 4),62,12790,46010.0
Random Uniform (d=5) (sample 4),63,13212,90099.0
Random Uniform (d=5) (sample 4),64,13636,102019.0
Random Uniform (d=5) (sample 4),65,14062,78933.0
Random Uniform (d=5) (sample 4),66,14496,97149.0
Random Uniform (d=5) (sample 4),67,14932,170886.0
Random Uniform (d=5) (sample 4),68,15370,67515.0
Random Uniform (d=5) (sample 4),69,15814,52162.0
Random Uniform (d=5) (sample 4),70,16266,42716.0
Random Uniform (d=5) (sample 4),71,16726,68814.0
Random Uniform (d=5) (sample 4),72,17194,71608.0
Random Uniform (d=5) (sample 4),73,17664,91352.0
Random Uniform (d=5) (sample 4),74,18136,102198.0
Random Uniform (d=5) (sample 4),75,18618,156214.0
Random Uniform (d=5) (sample 4),76,19104,249321.0
Random Uniform (d=5) (sample 4),77,19594,112207.0
Random Uniform (d=5) (sample 5),1,2,1.0
Random Uniform (d=5) (sample 5),2,12,1.0
Random Uniform (d=5) (sample 5),3,24,1.0
Random Uniform (d=5) (sample 5),4,46,1.0
Random Uniform (d=5) (sample 5),5,70,1.0
Random Uniform (d=5) (sample 5),6,102,2.0
Random Uniform (d=5) (sample 5),7,136,1.0
Random Uniform (d=5) (sample 5),8,172,1.0
Random Uniform (d=5) (sample 5),9,218,2.0
Random Uniform (d=5) (sample 5),10,274,1.0
Random Uniform (d=5) (sample 5),11,340,1.0
Random Uniform (d=5) (sample 5),12,408,2.0
Random Uniform (d=5) (sample 5),13,486,3.0
Random Uniform (d=5) (sample 5),14,570,4.0
Random Uniform (d=5) (sample 5),15,658,3.0
Random Uniform (d=5) (sample 5),16,750,3.0
Random Uniform (d=5) (sample 5),17,852,5.0
Random Uniform (d=5) (sample 5),18,962,8.0
Random Uniform (d=5) (sample 5),19,1082,8.0
Random Uniform (d=5) (sample 5),20,1212,11.0
Random Uniform (d=5) (sample 5),21,1344,12.0
Random Uniform (d=5) (sample 5),22,1484,18.0
Random Uniform (d=5) (sample 5),23,1634,25.0
Random Uniform (d=5) (sample 5),24,1790,34.0
Random Uniform (d=5) (sample 5),25,1950,40.0
Random Uniform (d=5) (sample 5),26,2116,40.0
Random Uniform (d=5) (sample 5),27,2288,46.0
Random Uniform (d=5) (sample 5),28,2466,65.0
Random Uniform (d=5) (sample 5),29,2652,61.0
Random Uniform (d=5) (sample 5),30,2846,82.0
Random Uniform (d=5) (sample 5),31,3048,100.0
Random Uniform (d=5) (sample 5),32,3254,86.0
Random Uniform (d=5) (sample 5),33,3462,123.0
Random Uniform (d=5) (sample 5),34,3680,116.0
Random Uniform (d=5) (sample 5),35,3908,94.0
Random Uniform (d=5) (sample 5),36,4138,142.0
Random Uniform (d=5) (sample 5),37,4378,173.0
Random Uniform (d=5) (sample 5),38,4624,306.0
Random Uniform (d=5) (sample 5),39,4874,486.0
Random Uniform (d=5) (sample 5),40,5134,789.0
Random Uniform (d=5) (sample 5),41,5398,992.0
